,Name,Date Added,Year,Last Played,Artist,Genre,Plays
278,Paramedic!,"2/23/18, 11:08 AM",2018.0,"11/6/19, 12:56 PM",SOB X RBE,Hip-Hop/Rap,38.0
279,Paranoid,"4/11/17, 11:36 PM",1970.0,"6/13/20, 1:32 PM",Black Sabbath,Metal,68.0
280,Patty Cake,"9/14/17, 11:20 PM",2017.0,"5/12/20, 11:32 AM",Kodak Black,Hip-Hop,46.0
281,Peace of Mind,"7/19/17, 3:39 PM",1976.0,"8/2/20, 5:34 PM",Boston,Rock,89.0
282,Perfect Situation,"6/26/17, 11:20 PM",2005.0,"4/6/20, 1:26 PM",Weezer,Rock,25.0
283,PICK IT UP (feat. A$AP Rocky),"5/3/18, 9:54 PM",2017.0,"6/8/19, 8:10 PM",Famous Dex,Hip-Hop/Rap,27.0
284,Plain Jane,"12/27/17, 11:51 AM",2017.0,"3/3/20, 6:14 PM",A$AP Ferg,Hip-Hop/Rap,52.0
285,Pork and Beans,"6/27/17, 3:23 PM",2008.0,"2/10/20, 2:06 PM",Weezer,Alternative,41.0
286,Portland (feat. Quavo & Travis Scott),"5/31/17, 1:58 AM",2017.0,"6/18/18, 4:02 PM",Drake,Hip-Hop/Rap,24.0
287,Power,"1/30/15, 12:07 AM",2010.0,"6/24/19, 3:38 PM",Kanye West,Hip-Hop/Rap,42.0
288,Prayer of the Refugee,"8/10/17, 9:57 PM",2006.0,"4/2/20, 3:24 PM",Rise Against,Rock,28.0
289,PRIDE.,"4/13/17, 7:52 PM",2017.0,"9/15/18, 5:52 PM",Kendrick Lamar,Hip-Hop/Rap,19.0
290,Proud Mary,"1/31/17, 10:06 PM",1968.0,"5/8/20, 4:34 PM",Creedence Clearwater Revival,Rock,57.0
291,Pursuit of Happiness (Nightmare),"10/25/16, 4:56 PM",2009.0,"8/2/20, 6:06 PM",Kid Cudi,Hip-Hop/Rap,40.0
292,Push It,"9/14/16, 3:52 PM",2016.0,"2/3/20, 8:17 PM",O.T. Genasis,Hip-Hop/Rap,44.0
293,Pyrex Vision,"10/21/15, 8:57 PM",2009.0,"10/14/16, 3:49 PM",Raekwon,Rap,30.0
294,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","10/23/17, 11:37 AM",2017.0,"9/23/19, 11:55 AM",A$AP Mob,Hip-Hop/Rap,26.0
295,Rainbow In the Dark,"4/27/19, 7:55 PM",1983.0,"3/16/20, 12:35 PM",Dio,Metal,44.0
296,Ramblin' Man,"2/12/17, 12:40 PM",1973.0,"8/16/20, 1:39 PM",The Allman Brothers Band,Rock,130.0
297,Rap Gamez Callin,"10/1/14, 1:44 PM",2009.0,"5/6/19, 12:13 PM",Stevie Stone,Hip-Hop/Rap,251.0
298,Rasputin,"9/15/18, 2:36 AM",1978.0,"3/15/20, 12:31 PM",Boney M.,Pop,22.0
299,Reality Check (feat. One Be Lo & Senim Silla),"12/2/16, 1:52 AM",2000.0,"10/20/18, 5:03 PM",Binary Star,Hip-Hop/Rap,24.0
300,Really Really,"5/31/16, 7:18 PM",2015.0,"6/20/17, 6:45 PM",Kevin Gates,Hip-Hop/Rap,60.0
301,Rebel Yell,"10/14/19, 2:55 PM",1983.0,"7/12/20, 8:14 PM",Billy Idol,Rock,44.0
302,Represent,"7/2/16, 1:39 PM",1994.0,"5/12/20, 1:52 PM",Nas,Hip-Hop/Rap,69.0
303,Ride,"9/3/16, 10:43 AM",2015.0,"2/3/19, 2:55 PM",twenty one pilots,Alternative,45.0
304,Rivers of Babylon,"3/13/17, 11:55 AM",1992.0,"7/24/20, 2:54 PM",Sublime,Alternative,50.0
305,Rock You Like a Hurricane,"5/19/17, 7:40 PM",1984.0,"3/12/20, 11:54 AM",Scorpions,Soundtrack,54.0
306,Rock'n Me,"10/28/15, 10:35 PM",1978.0,"8/15/18, 5:15 PM",Steve Miller Band,Rock,26.0
307,Rollin (feat. Future & Khalid),"12/27/17, 12:57 PM",2017.0,"4/16/19, 4:04 PM",Calvin Harris,Dance,30.0
308,Run to the Hills (2015 Remastered Version),"10/30/18, 9:14 PM",1982.0,"5/19/20, 2:11 PM",Iron Maiden,Metal,28.0
309,Runaround Sue,"12/9/18, 9:09 PM",2000.0,"12/12/19, 12:11 PM",Dion,Pop,23.0
310,Runnin,"1/12/19, 3:58 PM",2018.0,"3/16/19, 3:53 PM","Mike WiLL Made-It, A$AP Rocky, A$AP Ferg & Nicki Minaj",Hip-Hop/Rap,32.0
311,Same In the End,"2/4/17, 8:30 AM",1996.0,"2/10/20, 2:15 PM",Sublime,Alternative,60.0
312,Same Old Song and Dance,"7/7/17, 10:18 AM",1974.0,"12/2/19, 4:29 PM",Aerosmith,Hard Rock,31.0
313,San Andreas Theme Song,"2/1/15, 11:47 PM",2005.0,"10/9/15, 10:33 AM",Young Maylay,Hip Hop/Rap,20.0
314,Santeria,"5/11/12, 8:56 PM",1996.0,"8/15/20, 2:04 PM",Sublime,Alternative,315.0
315,Saturday Night's Alright for Fighting,"11/8/17, 12:45 PM",1973.0,"6/13/20, 1:20 PM",Elton John,Rock,19.0
316,Say A',"5/26/18, 11:51 AM",2017.0,"1/31/20, 8:53 AM",A Boogie wit da Hoodie,Hip-Hop/Rap,25.0
317,Say It Ain't So,"3/22/18, 12:03 AM",1994.0,"8/22/20, 2:21 PM",Weezer,Pop,96.0
318,Say That Then,"1/6/15, 11:15 PM",,"11/21/16, 6:02 PM",Problem,,56.0
319,Scar Tissue,"6/30/16, 2:50 PM",1999.0,"3/22/20, 4:10 PM",Red Hot Chili Peppers,Alternative,40.0
320,Scarlet Begonias,"3/13/17, 11:55 AM",1992.0,"3/12/20, 4:12 PM",Sublime,Alternative,73.0
321,School Spirit,"10/25/16, 4:55 PM",2004.0,"6/2/18, 8:06 PM",Kanye West,Hip-Hop/Rap,23.0
322,See Me Fall (feat. Kensei Abbot),"11/5/16, 7:00 PM",2017.0,"11/25/19, 3:57 PM",Ro Ransom,Hip-Hop/Rap,25.0
323,Seed,"2/4/17, 8:30 AM",1996.0,"4/6/20, 12:46 PM",Sublime,Alternative,39.0
324,Seen It All (feat. JAY Z),"3/4/15, 8:22 PM",2014.0,"3/15/18, 3:59 PM",Jeezy,Hip-Hop/Rap,58.0
325,Self Esteem,"5/20/17, 1:03 AM",1994.0,"6/27/20, 3:23 PM",The Offspring,Rock,125.0
326,Shabba (feat. A$AP Rocky),"4/15/15, 8:57 PM",2013.0,"6/18/19, 8:26 PM",A$AP Ferg,Hip Hop/Rap,70.0
327,The Show Goes On,"3/4/15, 4:40 PM",2011.0,"2/6/18, 10:59 AM",Lupe Fiasco,Hip Hop/Rap,41.0
328,Slide (feat. Frank Ocean & Migos),"12/27/17, 12:01 PM",2017.0,"10/5/19, 3:31 PM",Calvin Harris,Dance,26.0
329,Slow Down,"1/6/15, 11:14 PM",,"2/9/18, 12:34 PM",Clyde Carson,,75.0
330,Slow Ride (Single Version),"2/12/17, 11:36 AM",1975.0,"7/14/18, 4:41 PM",Foghat,Rock,23.0
331,Smells Like Teen Spirit,"4/17/17, 11:51 PM",1991.0,"9/14/19, 6:00 PM",Nirvana,Alternative,21.0
332,Smooth (feat. Rob Thomas),"11/26/18, 4:40 PM",1999.0,"7/24/20, 2:33 PM",Santana,Rock,48.0
333,Snow (Hey Oh),"8/9/16, 4:45 PM",2006.0,"2/25/20, 9:32 PM",Red Hot Chili Peppers,Alternative,87.0
334,Some Might Say (Remastered),"2/7/17, 1:00 PM",1995.0,"1/23/20, 3:24 PM",Oasis,Alternative,58.0
335,Soundtrack 2 My Life,"10/15/15, 5:41 PM",2009.0,"2/19/17, 4:47 PM",Kid Cudi,Rap,22.0
336,Soundtrack 2 My Life,"10/25/16, 3:56 PM",2009.0,"2/21/20, 3:58 PM",Kid Cudi,Hip-Hop/Rap,58.0
337,Southern Nights,"8/2/18, 9:54 PM",1977.0,"2/28/20, 6:22 PM",Glen Campbell,Country,51.0
338,Spiderwebs,"3/28/18, 8:51 PM",1995.0,"11/28/19, 4:31 PM",No Doubt,Pop,31.0
339,The Spirit of Radio,"12/26/18, 3:17 PM",1980.0,"5/9/20, 1:41 PM",Rush,Rock,27.0
340,The Spiteful Chant (feat. Schoolboy Q),"7/6/15, 10:13 PM",2011.0,"2/22/19, 8:06 PM",Kendrick Lamar,Hip-Hop/Rap,37.0
341,Stairway to Heaven,"1/31/17, 9:54 PM",1971.0,"7/12/20, 8:09 PM",Led Zeppelin,Rock,65.0
342,Stand By Me,"6/30/16, 2:53 PM",1961.0,"8/11/20, 11:47 AM",Ben E. King,R&B/Soul,36.0
343,Stand For,"1/6/15, 11:50 PM",2014.0,"7/11/18, 5:26 PM",Ty Dolla $ign,Hip-Hop,49.0
344,Stillborn,"4/17/17, 3:01 PM",2003.0,"6/14/20, 3:48 PM",Black Label Society,Hard Rock,52.0
345,Story of My Life,"4/22/17, 5:22 PM",1990.0,"2/11/19, 3:52 PM",Social Distortion,Rock,35.0
346,The Story of O.J.,"7/17/17, 9:50 PM",2017.0,"6/11/19, 8:24 PM",JAY-Z,Hip-Hop/Rap,20.0
347,Stressed Out,"8/9/16, 3:48 PM",2015.0,"5/19/17, 1:32 AM",twenty one pilots,Alternative,25.0
348,Stricken,"8/15/17, 12:00 PM",2005.0,"6/29/20, 11:36 AM",Disturbed,Hard Rock,35.0
349,Sultans of Swing,"8/16/17, 2:33 PM",1978.0,"8/22/20, 4:04 PM",Dire Straits,Rock,115.0
350,Summertime (feat. Jelly Roll),"10/8/15, 9:28 PM",2015.0,"8/11/18, 1:55 PM",The Game,Hip-Hop/Rap,28.0
351,Sunshine,"9/19/16, 4:10 PM",2007.0,"8/1/20, 4:13 PM",Atmosphere,Hip-Hop/Rap,38.0
352,Superstar (feat. Matthew Santos),"11/2/14, 6:25 PM",2007.0,"3/12/20, 2:22 PM",Lupe Fiasco,Hip Hop/Rap,119.0
353,Survival of the Fittest,"12/2/16, 2:20 AM",1995.0,"3/3/20, 2:10 PM",Mobb Deep,Hip-Hop/Rap,24.0
354,Sweet Child O' Mine,"1/31/17, 9:57 PM",1987.0,"6/19/20, 11:22 AM",Guns N' Roses,Hard Rock,109.0
355,The Sweet Escape (feat. Akon),"3/18/19, 8:23 PM",2006.0,"3/16/20, 1:15 PM",Gwen Stefani,Pop,19.0
356,Sweet Home Alabama,"2/16/17, 1:57 PM",1974.0,"8/13/20, 4:08 PM",Lynyrd Skynyrd,Rock,151.0
357,Sympathy for the Devil,"8/15/17, 2:04 PM",1968.0,"3/15/20, 4:14 PM",The Rolling Stones,Rock,47.0
358,Tainted Love,"12/9/18, 2:38 AM",1981.0,"8/13/20, 9:37 PM",Soft Cell,Pop,45.0
359,Take It Easy,"6/17/16, 8:56 PM",1967.0,"4/24/18, 3:08 PM",Hopeton Lewis,Reggae,20.0
360,"Take Me Home, Country Roads (Original Version)","6/17/16, 10:28 PM",1971.0,"8/11/20, 10:39 AM",John Denver,Pop,106.0
361,Take Me Out,"6/11/17, 11:49 AM",2000.0,"3/2/20, 4:19 PM",Franz Ferdinand,Rock,38.0
362,Take Me to Church,"1/2/15, 11:27 PM",2014.0,"10/25/19, 12:35 PM",Hozier,Alternative,32.0
363,Take On Me,"9/10/18, 12:40 PM",1985.0,"8/18/20, 3:22 PM",a-ha,Pop,224.0
364,A Tale of 2 Citiez,"11/1/16, 8:37 PM",2014.0,"10/2/18, 12:00 PM",J. Cole,Hip-Hop/Rap,31.0
365,Tangerine,"2/24/19, 4:32 PM",1970.0,"8/15/20, 1:14 PM",Led Zeppelin,Rock,44.0
366,Tennis Court,"1/6/15, 11:22 PM",,"2/19/17, 3:56 PM",Lorde,,25.0
367,They Reminisce Over You (T.R.O.Y.),"10/14/16, 12:14 AM",1992.0,"9/23/19, 11:34 AM",Pete Rock & C.L. Smooth,Hip-Hop/Rap,45.0
368,Three Little Birds,"8/12/16, 12:03 PM",1977.0,"6/12/20, 3:34 PM",Bob Marley & The Wailers,Reggae,36.0
369,Through the Fire and Flames,"10/29/18, 2:44 PM",2005.0,"4/2/20, 3:35 PM",DragonForce,Metal,109.0
370,Thugz Mansion,"8/3/15, 9:38 PM",,"5/7/19, 2:52 PM",Tupac,,38.0
371,Today,"2/26/17, 8:58 PM",1993.0,"12/30/18, 5:03 PM",Smashing Pumpkins,Rock,30.0
372,Touch the Sky (feat. Lupe Fiasco),"10/25/16, 3:54 PM",2005.0,"2/14/20, 1:48 PM",Kanye West,Hip-Hop/Rap,30.0
373,Transportin',"9/14/17, 11:21 PM",2017.0,"5/12/20, 11:29 AM",Kodak Black,Hip-Hop/Rap,64.0
374,The Trooper,"1/19/19, 1:59 PM",1983.0,"5/17/20, 2:07 PM",Iron Maiden,Metal,96.0
375,Type of Way,"11/20/16, 2:44 PM",2013.0,"6/4/18, 12:04 PM",Rich Homie Quan,Hip-Hop/Rap,22.0
376,Type of Way,"1/6/15, 11:24 PM",,"11/9/16, 8:18 PM",Rich Homie Quan,,28.0
377,Uber Everywhere,"5/17/16, 12:16 AM",2016.0,"1/16/17, 6:55 PM",MadeinTYO,Hip-Hop/Rap,45.0
378,Ultimate,"11/19/16, 5:34 PM",2015.0,"2/14/18, 2:59 PM",Denzel Curry,Hip-Hop/Rap,20.0
379,Under the Bridge,"6/30/16, 2:50 PM",1991.0,"12/4/19, 4:49 PM",Red Hot Chili Peppers,Alternative,52.0
380,Up Around the Bend,"1/31/17, 10:01 PM",1970.0,"4/19/20, 3:18 PM",Creedence Clearwater Revival,Rock,84.0
381,Uproar (feat. Swizz Beatz),"10/17/18, 12:53 PM",2018.0,"7/25/19, 9:28 PM",Lil Wayne,Hip-Hop/Rap,23.0
382,Walk of Life,"8/18/17, 2:59 AM",1985.0,"2/14/19, 7:48 PM",Dire Straits,Rock,35.0
383,Walk On Water,"12/23/16, 12:58 AM",2016.0,"12/5/18, 11:36 PM",Gucci Mane,Hip-Hop/Rap,37.0
384,Walk This Way,"7/7/17, 10:18 AM",1975.0,"6/13/20, 1:36 PM",Aerosmith,Hard Rock,36.0
385,Watch Out,"3/20/16, 11:19 AM",,"6/27/19, 6:06 PM",2 Chainz,,56.0
386,The Ways,"2/23/18, 11:08 AM",2018.0,"8/21/20, 3:20 PM","Khalid, Swae Lee",Hip-Hop/Rap,53.0
387,We Didn't Start the Fire,"2/12/18, 12:36 PM",1989.0,"8/15/20, 12:41 PM",Billy Joel,Rock,40.0
388,We're Not Gonna Take It,"3/30/18, 11:19 AM",1984.0,"3/9/20, 12:38 PM",Twisted Sister,Hard Rock,78.0
389,Welcome Back,"3/30/18, 10:42 AM",2004.0,"11/3/19, 2:57 PM",Mase,Hip-Hop/Rap,23.0
390,(What A) Wonderful World,"11/17/17, 1:41 PM",1960.0,"8/15/20, 12:00 PM",Sam Cooke,R&B/Soul,38.0
391,What I Got,"5/12/12, 12:48 PM",1996.0,"8/1/20, 4:19 PM",Sublime,Alternative,104.0
392,What I'm Here 4,"12/2/16, 2:17 AM",1998.0,"8/21/20, 3:05 PM",Gang Starr,Hip-Hop/Rap,173.0
393,What They Want,"5/31/16, 7:17 PM",2015.0,"5/14/18, 3:18 PM",Russ,Hip-Hop/Rap,35.0
394,What You Know,"6/1/16, 10:59 PM",2006.0,"8/18/19, 9:41 PM",T.I.,Rap,38.0
395,What's the Difference (feat. Eminem & Xzibit),"6/29/17, 10:46 AM",1999.0,"9/21/19, 9:59 PM",Dr. Dre,Hip-Hop/Rap,21.0
396,When I Come Around,"9/5/16, 10:05 PM",2011.0,"2/19/19, 7:19 PM",DOM KENNEDY,Hip-Hop/Rap,37.0
397,When I Come Around,"2/24/17, 4:19 PM",1994.0,"8/21/20, 8:11 PM",Green Day,Alternative,75.0
398,When It's Over,"7/25/18, 3:56 PM",2001.0,"10/17/19, 3:30 PM",Sugar Ray,Rock,29.0
399,Where I'm From,"6/18/17, 12:47 PM",2005.0,"10/23/19, 8:32 PM",Game,,33.0
400,Who's Lovin' You,"3/10/17, 2:55 AM",1960.0,"5/6/20, 6:12 PM",Jackson 5,R&B/Soul,62.0
401,Why You Always Hatin? (feat. Drake & Kamaiyah),"10/13/16, 11:06 PM",2016.0,"11/30/18, 1:45 PM",YG,Hip-Hop/Rap,53.0
402,The Wind Cries Mary,"2/15/17, 12:47 AM",1967.0,"3/22/20, 3:34 PM",The Jimi Hendrix Experience,Rock,29.0
403,Without Me,"3/10/15, 10:24 PM",,"12/10/19, 2:03 PM",Eminem,Hip-Hop/Rap,29.0
404,Work Out,"10/8/15, 9:58 PM",2011.0,"5/9/18, 2:25 PM",J. Cole,Hip-Hop/Rap,24.0
405,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & Schoolboy Q)","10/30/14, 2:31 PM",2013.0,"3/12/19, 9:30 PM",A$AP Ferg,Hip-Hop/Rap,91.0
406,Would?,"1/12/18, 11:57 PM",1992.0,"1/17/20, 11:52 AM",Alice In Chains,Hard Rock,40.0
407,Wouldn't It Be Nice,"10/30/18, 10:06 PM",1966.0,"8/16/20, 2:25 PM",The Beach Boys,Rock,30.0
408,Wrong Way,"7/7/15, 11:08 PM",1996.0,"9/11/19, 6:43 PM",Sublime,Alternative,49.0
409,X Gon Give it to ya,"4/17/15, 11:48 PM",,"4/28/18, 8:01 PM",DMX,,27.0
410,YAH.,"4/13/17, 7:52 PM",2017.0,"8/18/19, 10:06 PM",Kendrick Lamar,Hip-Hop/Rap,25.0
411,Yes Indeed,"9/16/18, 8:32 PM",2018.0,"10/13/19, 4:31 PM",Lil Baby & Drake,Hip-Hop/Rap,21.0
412,Yonkers,"10/28/15, 11:52 PM",2011.0,"10/22/16, 3:22 PM","Tyler, The Creator",Rap,18.0
413,Yonkers,"10/25/16, 4:58 PM",2011.0,"8/21/20, 3:16 PM","Tyler, The Creator",Hip-Hop/Rap,80.0
414,You Got Lucky,"7/8/19, 1:55 PM",1982.0,"6/16/20, 1:49 PM",Tom Petty & The Heartbreakers,Rock,41.0
415,(You) Got What I Need,"11/16/17, 8:41 PM",1998.0,"8/13/20, 9:24 PM",Freddie Scott,Pop,24.0
416,3's & 7's,"4/3/17, 10:52 PM",2007.0,"8/17/20, 11:17 AM",Queens of the Stone Age,Rock,195.0
417,6 Foot 7 Foot (feat. Cory Gunz),"11/3/15, 8:16 PM",2011.0,"2/3/20, 8:33 PM",Lil Wayne,Hip Hop/Rap,47.0
